Time, Real_Position, Real_Velocity, Learned_Position, Learned_Velocity
2.202202081680297852e+00,-5.147671699523925781e-01,-6.788054108619689941e-02,-4.013296067714691162e-01,4.307780861854553223e-01
2.212212085723876953e+00,-5.154466629028320312e-01,-5.716720968484878540e-02,-3.961176276206970215e-01,4.379407763481140137e-01
2.222222089767456055e+00,-5.160189270973205566e-01,-4.650461673736572266e-02,-3.908138573169708252e-01,4.449129402637481689e-01
2.232232093811035156e+00,-5.164844393730163574e-01,-3.589460626244544983e-02,-3.854206204414367676e-01,4.516937434673309326e-01
2.242242097854614258e+00,-5.168437361717224121e-01,-2.533899992704391479e-02,-3.799402713775634766e-01,4.582823514938354492e-01
2.252252101898193359e+00,-5.170973539352416992e-01,-1.483959890902042389e-02,-3.743751943111419678e-01,4.646780192852020264e-01
2.262262105941772461e+00,-5.172458887100219727e-01,-4.398178309202194214e-03,-3.687277734279632568e-01,4.708800911903381348e-01
2.272272109985351562e+00,-5.172899365425109863e-01,5.983503535389900208e-03,-3.630004227161407471e-01,4.768879711627960205e-01
2.282282114028930664e+00,-5.172300338745117188e-01,1.630371436476707458e-02,-3.571955561637878418e-01,4.827011227607727051e-01
2.292292118072509766e+00,-5.170668363571166992e-01,2.656074427068233490e-02,-3.513155579566955566e-01,4.883190989494323730e-01
2.302302122116088867e+00,-5.168009400367736816e-01,3.675290197134017944e-02,-3.453628718852996826e-01,4.937414824962615967e-01
2.312312126159667969e+00,-5.164330601692199707e-01,4.687852412462234497e-02,-3.393399119377136230e-01,4.989679455757141113e-01
2.322322130203247070e+00,-5.159637928009033203e-01,5.693596601486206055e-02,-3.332491219043731689e-01,5.039982199668884277e-01
2.332332134246826172e+00,-5.153938531875610352e-01,6.692361086606979370e-02,-3.270929455757141113e-01,5.088320970535278320e-01
2.342342138290405273e+00,-5.147239565849304199e-01,7.683985680341720581e-02,-3.208737969398498535e-01,5.134694576263427734e-01
2.352352142333984375e+00,-5.139548182487487793e-01,8.668313175439834595e-02,-3.145941495895385742e-01,5.179102420806884766e-01
2.362362146377563477e+00,-5.130870938301086426e-01,9.645189344882965088e-02,-3.082564473152160645e-01,5.221544504165649414e-01
2.372372150421142578e+00,-5.121216177940368652e-01,1.061446070671081543e-01,-3.018631041049957275e-01,5.262021422386169434e-01
2.382382154464721680e+00,-5.110591053962707520e-01,1.157597824931144714e-01,-2.954165935516357422e-01,5.300533771514892578e-01
2.392392158508300781e+00,-5.099003314971923828e-01,1.252959370613098145e-01,-2.889193594455718994e-01,5.337083935737609863e-01
2.402402400970458984e+00,-5.086460709571838379e-01,1.347518414258956909e-01,-2.823736667633056641e-01,5.371675491333007812e-01
2.412412405014038086e+00,-5.072972178459167480e-01,1.441256254911422729e-01,-2.757822871208190918e-01,5.404309034347534180e-01
2.422422409057617188e+00,-5.058545470237731934e-01,1.534160971641540527e-01,-2.691475152969360352e-01,5.434989929199218750e-01
2.432432413101196289e+00,-5.043188333511352539e-01,1.626218855381011963e-01,-2.624717652797698975e-01,5.463721752166748047e-01
2.442442417144775391e+00,-5.026909708976745605e-01,1.717416495084762573e-01,-2.557574808597564697e-01,5.490509867668151855e-01
2.452452421188354492e+00,-5.009718537330627441e-01,1.807740479707717896e-01,-2.490070909261703491e-01,5.515359640121459961e-01
2.462462425231933594e+00,-4.991623163223266602e-01,1.897177845239639282e-01,-2.422230094671249390e-01,5.538277626037597656e-01
2.472472429275512695e+00,-4.972632527351379395e-01,1.985715776681900024e-01,-2.354076504707336426e-01,5.559269785881042480e-01
2.482482433319091797e+00,-4.952755570411682129e-01,2.073341757059097290e-01,-2.285634130239486694e-01,5.578343868255615234e-01
2.492492437362670898e+00,-4.932001531124114990e-01,2.160043418407440186e-01,-2.216926813125610352e-01,5.595507025718688965e-01
2.502502441406250000e+00,-4.910379350185394287e-01,2.245808839797973633e-01,-2.147978544235229492e-01,5.610768198966979980e-01
2.512512445449829102e+00,-4.887898862361907959e-01,2.330626398324966431e-01,-2.078813165426254272e-01,5.624136328697204590e-01
2.522522449493408203e+00,-4.864569306373596191e-01,2.414484471082687378e-01,-2.009454220533370972e-01,5.635620355606079102e-01
2.532532453536987305e+00,-4.840400218963623047e-01,2.497371733188629150e-01,-1.939925253391265869e-01,5.645231008529663086e-01
2.542542457580566406e+00,-4.815401434898376465e-01,2.579277455806732178e-01,-1.870249807834625244e-01,5.652977824211120605e-01
2.552552461624145508e+00,-4.789582788944244385e-01,2.660190761089324951e-01,-1.800451129674911499e-01,5.658872723579406738e-01
2.562562465667724609e+00,-4.762954413890838623e-01,2.740101218223571777e-01,-1.730552315711975098e-01,5.662927031517028809e-01
2.572572469711303711e+00,-4.735525846481323242e-01,2.818998694419860840e-01,-1.660576462745666504e-01,5.665152668952941895e-01
2.582582473754882812e+00,-4.707307517528533936e-01,2.896873056888580322e-01,-1.590546369552612305e-01,5.665562152862548828e-01
2.592592477798461914e+00,-4.678309857845306396e-01,2.973714768886566162e-01,-1.520484834909439087e-01,5.664168596267700195e-01
2.602602481842041016e+00,-4.648543000221252441e-01,3.049514293670654297e-01,-1.450414359569549561e-01,5.660985112190246582e-01
2.612612485885620117e+00,-4.618017375469207764e-01,3.124262690544128418e-01,-1.380357444286346436e-01,5.656026005744934082e-01
2.622622489929199219e+00,-4.586743414402008057e-01,3.197951018810272217e-01,-1.310336291790008545e-01,5.649305582046508789e-01
2.632632493972778320e+00,-4.554731845855712891e-01,3.270570635795593262e-01,-1.240372955799102783e-01,5.640839338302612305e-01
2.642642498016357422e+00,-4.521993398666381836e-01,3.342113494873046875e-01,-1.170489341020584106e-01,5.630642175674438477e-01
2.652652502059936523e+00,-4.488538801670074463e-01,3.412570953369140625e-01,-1.100707054138183594e-01,5.618729591369628906e-01
2.662662506103515625e+00,-4.454379081726074219e-01,3.481935560703277588e-01,-1.031047627329826355e-01,5.605118274688720703e-01
2.672672510147094727e+00,-4.419524967670440674e-01,3.550199866294860840e-01,-9.615324437618255615e-02,5.589824914932250977e-01
2.682682514190673828e+00,-4.383987486362457275e-01,3.617356419563293457e-01,-8.921825140714645386e-02,5.572866201400756836e-01
2.692692518234252930e+00,-4.347777664661407471e-01,3.683398067951202393e-01,-8.230186998844146729e-02,5.554260015487670898e-01
2.702702522277832031e+00,-4.310906827449798584e-01,3.748318254947662354e-01,-7.540617138147354126e-02,5.534023642539978027e-01
2.712712526321411133e+00,-4.273386001586914062e-01,3.812110126018524170e-01,-6.853319704532623291e-02,5.512175559997558594e-01
2.722722530364990234e+00,-4.235226809978485107e-01,3.874767720699310303e-01,-6.168497726321220398e-02,5.488734841346740723e-01
2.732732534408569336e+00,-4.196440279483795166e-01,3.936285078525543213e-01,-5.486350879073143005e-02,5.463719964027404785e-01
2.742742538452148438e+00,-4.157038033008575439e-01,3.996656537055969238e-01,-4.807076603174209595e-02,5.437150001525878906e-01
2.752752542495727539e+00,-4.117031395435333252e-01,4.055876433849334717e-01,-4.130870103836059570e-02,5.409045219421386719e-01
2.762762546539306641e+00,-4.076431989669799805e-01,4.113939702510833740e-01,-3.457924723625183105e-02,5.379425287246704102e-01
2.772772550582885742e+00,-4.035251438617706299e-01,4.170841574668884277e-01,-2.788430824875831604e-02,5.348311066627502441e-01
2.782782554626464844e+00,-3.993501365184783936e-01,4.226577281951904297e-01,-2.122575975954532623e-02,5.315722823143005371e-01
2.792792558670043945e+00,-3.951193392276763916e-01,4.281142354011535645e-01,-1.460545975714921951e-02,5.281681418418884277e-01
2.802802801132202148e+00,-3.908338248729705811e-01,4.334534108638763428e-01,-8.025079965591430664e-03,5.246207714080810547e-01
2.812812805175781250e+00,-3.864949643611907959e-01,4.386745989322662354e-01,-1.486734952777624130e-03,5.209324955940246582e-01
2.822822809219360352e+00,-3.821038305759429932e-01,4.437775611877441406e-01,5.007957108318805695e-03,5.171054005622863770e-01
2.832832813262939453e+00,-3.776616156101226807e-01,4.487619400024414062e-01,1.145724486559629440e-02,5.131416916847229004e-01
2.842842817306518555e+00,-3.731695115566253662e-01,4.536274671554565430e-01,1.785940863192081451e-02,5.090436339378356934e-01
2.852852821350097656e+00,-3.686287105083465576e-01,4.583738446235656738e-01,2.421275153756141663e-02,5.048134922981262207e-01
2.862862825393676758e+00,-3.640403747558593750e-01,4.630008041858673096e-01,3.051560930907726288e-02,5.004535317420959473e-01
2.872872829437255859e+00,-3.594057261943817139e-01,4.675081074237823486e-01,3.676634281873703003e-02,4.959661066532135010e-01
2.882882833480834961e+00,-3.547259569168090820e-01,4.718955457210540771e-01,4.296334087848663330e-02,4.913535416126251221e-01
2.892892837524414062e+00,-3.500022888183593750e-01,4.761629700660705566e-01,4.910502210259437561e-02,4.866182208061218262e-01
2.902902841567993164e+00,-3.452358841896057129e-01,4.803101718425750732e-01,5.518983304500579834e-02,4.817624986171722412e-01
2.912912845611572266e+00,-3.404279649257659912e-01,4.843370616436004639e-01,6.121625006198883057e-02,4.767888188362121582e-01
2.922922849655151367e+00,-3.355797529220581055e-01,4.882434904575347900e-01,6.718277931213378906e-02,4.716995656490325928e-01
2.932932853698730469e+00,-3.306924402713775635e-01,4.920293986797332764e-01,7.308795303106307983e-02,4.664972126483917236e-01
2.942942857742309570e+00,-3.257672190666198730e-01,4.956947267055511475e-01,7.893034070730209351e-02,4.611842334270477295e-01
2.952952861785888672e+00,-3.208053112030029297e-01,4.992394447326660156e-01,8.470854163169860840e-02,4.557630717754364014e-01
2.962962865829467773e+00,-3.158079087734222412e-01,5.026635527610778809e-01,9.042116999626159668e-02,4.502362310886383057e-01
2.972972869873046875e+00,-3.107762336730957031e-01,5.059670209884643555e-01,9.606689214706420898e-02,4.446062445640563965e-01
2.982982873916625977e+00,-3.057115077972412109e-01,5.091499090194702148e-01,1.016443893313407898e-01,4.388756155967712402e-01
2.992992877960205078e+00,-3.006149232387542725e-01,5.122122764587402344e-01,1.071523800492286682e-01,4.330468773841857910e-01
3.003002882003784180e+00,-2.954876720905303955e-01,5.151542425155639648e-01,1.125896200537681580e-01,4.271225929260253906e-01
3.013012886047363281e+00,-2.903309762477874756e-01,5.179758667945861816e-01,1.179548799991607666e-01,4.211053252220153809e-01
3.023022890090942383e+00,-2.851460278034210205e-01,5.206773281097412109e-01,1.232469752430915833e-01,4.149976372718811035e-01
3.033032894134521484e+00,-2.799340486526489258e-01,5.232587456703186035e-01,1.284647434949874878e-01,4.088021218776702881e-01
3.043042898178100586e+00,-2.746962308883666992e-01,5.257203578948974609e-01,1.336070597171783447e-01,4.025213718414306641e-01
3.053052902221679688e+00,-2.694337666034698486e-01,5.280622839927673340e-01,1.386728286743164062e-01,3.961579799652099609e-01
3.063062906265258789e+00,-2.641478478908538818e-01,5.302848219871520996e-01,1.436609923839569092e-01,3.897145688533782959e-01
3.073072910308837891e+00,-2.588396966457366943e-01,5.323881506919860840e-01,1.485705226659774780e-01,3.831937313079833984e-01
3.083082914352416992e+00,-2.535104751586914062e-01,5.343726277351379395e-01,1.534004211425781250e-01,3.765980899333953857e-01
3.093092918395996094e+00,-2.481614053249359131e-01,5.362384915351867676e-01,1.581497192382812500e-01,3.699302971363067627e-01
3.103102922439575195e+00,-2.427936494350433350e-01,5.379860401153564453e-01,1.628174781799316406e-01,3.631929457187652588e-01
3.113112926483154297e+00,-2.374083995819091797e-01,5.396156311035156250e-01,1.674028038978576660e-01,3.563886880874633789e-01
3.123122930526733398e+00,-2.320068478584289551e-01,5.411276221275329590e-01,1.719048172235488892e-01,3.495201468467712402e-01
3.133132934570312500e+00,-2.265901565551757812e-01,5.425223708152770996e-01,1.763226836919784546e-01,3.425899744033813477e-01
3.143142938613891602e+00,-2.211595028638839722e-01,5.438002943992614746e-01,1.806555986404418945e-01,3.356007933616638184e-01
3.153152942657470703e+00,-2.157160639762878418e-01,5.449618697166442871e-01,1.849027872085571289e-01,3.285552561283111572e-01
3.163162946701049805e+00,-2.102609872817993164e-01,5.460074543952941895e-01,1.890635043382644653e-01,3.214559853076934814e-01
3.173172950744628906e+00,-2.047954499721527100e-01,5.469375848770141602e-01,1.931370496749877930e-01,3.143056035041809082e-01
3.183182954788208008e+00,-1.993205994367599487e-01,5.477526783943176270e-01,1.971227377653121948e-01,3.071067631244659424e-01
3.193192958831787109e+00,-1.938375979661941528e-01,5.484532713890075684e-01,2.010199278593063354e-01,2.998620867729187012e-01
3.203203201293945312e+00,-1.883474439382553101e-01,5.490399003028869629e-01,2.048281133174896240e-01,2.925740182399749756e-01
3.213213205337524414e+00,-1.828515529632568359e-01,5.495131015777587891e-01,2.085465192794799805e-01,2.852455377578735352e-01
3.223223209381103516e+00,-1.773509234189987183e-01,5.498734116554260254e-01,2.121746838092803955e-01,2.778790891170501709e-01
3.233233213424682617e+00,-1.718466877937316895e-01,5.501214265823364258e-01,2.157121002674102783e-01,2.704772651195526123e-01
3.243243217468261719e+00,-1.663399636745452881e-01,5.502577424049377441e-01,2.191582918167114258e-01,2.630426585674285889e-01
3.253253221511840820e+00,-1.608318835496902466e-01,5.502830147743225098e-01,2.225127965211868286e-01,2.555778920650482178e-01
3.263263225555419922e+00,-1.553235501050949097e-01,5.501978397369384766e-01,2.257751971483230591e-01,2.480855286121368408e-01
3.273273229598999023e+00,-1.498160660266876221e-01,5.500029325485229492e-01,2.289451062679290771e-01,2.405681461095809937e-01
3.283283233642578125e+00,-1.443105340003967285e-01,5.496989488601684570e-01,2.320221662521362305e-01,2.330283075571060181e-01
3.293293237686157227e+00,-1.388080418109893799e-01,5.492865443229675293e-01,2.350060641765594482e-01,2.254685759544372559e-01
3.303303241729736328e+00,-1.333096772432327271e-01,5.487664937973022461e-01,2.378965020179748535e-01,2.178914844989776611e-01
3.313313245773315430e+00,-1.278165280818939209e-01,5.481394529342651367e-01,2.406932264566421509e-01,2.102995663881301880e-01
3.323323249816894531e+00,-1.223296523094177246e-01,5.474061965942382812e-01,2.433959990739822388e-01,2.026953399181365967e-01
3.333333253860473633e+00,-1.168501153588294983e-01,5.465674996376037598e-01,2.460046261548995972e-01,1.950813233852386475e-01
3.343343257904052734e+00,-1.113789752125740051e-01,5.456241369247436523e-01,2.485189288854598999e-01,1.874599903821945190e-01
3.353353261947631836e+00,-1.059172749519348145e-01,5.445769429206848145e-01,2.509387731552124023e-01,1.798338294029235840e-01
3.363363265991210938e+00,-1.004660576581954956e-01,5.434266924858093262e-01,2.532640695571899414e-01,1.722052842378616333e-01
3.373373270034790039e+00,-9.502635151147842407e-02,5.421742200851440430e-01,2.554947435855865479e-01,1.645768135786056519e-01
3.383383274078369141e+00,-8.959918469190597534e-02,5.408203601837158203e-01,2.576307356357574463e-01,1.569508314132690430e-01
3.393393278121948242e+00,-8.418557047843933105e-02,5.393659472465515137e-01,2.596720457077026367e-01,1.493297666311264038e-01
3.403403282165527344e+00,-7.878651469945907593e-02,5.378119349479675293e-01,2.616186738014221191e-01,1.417159885168075562e-01
3.413413286209106445e+00,-7.340301573276519775e-02,5.361591577529907227e-01,2.634706795215606689e-01,1.341118812561035156e-01
3.423423290252685547e+00,-6.803605705499649048e-02,5.344085097312927246e-01,2.652281224727630615e-01,1.265197992324829102e-01
3.433433294296264648e+00,-6.268662214279174805e-02,5.325609445571899414e-01,2.668911218643188477e-01,1.189420744776725769e-01
3.443443298339843750e+00,-5.735568702220916748e-02,5.306173563003540039e-01,2.684597969055175781e-01,1.113810166716575623e-01
3.453453302383422852e+00,-5.204420536756515503e-02,5.285787582397460938e-01,2.699343264102935791e-01,1.038389205932617188e-01
3.463463306427001953e+00,-4.675313085317611694e-02,5.264460444450378418e-01,2.713149189949035645e-01,9.631805121898651123e-02
3.473473310470581055e+00,-4.148340225219726562e-02,5.242202281951904297e-01,2.726017534732818604e-01,8.882065862417221069e-02
3.483483314514160156e+00,-3.623595461249351501e-02,5.219022631645202637e-01,2.737950980663299561e-01,8.134897053241729736e-02
3.493493318557739258e+00,-3.101171180605888367e-02,5.194931626319885254e-01,2.748952507972717285e-01,7.390518486499786377e-02
3.503503322601318359e+00,-2.581158280372619629e-02,5.169939398765563965e-01,2.759024798870086670e-01,6.649147719144821167e-02
3.513513326644897461e+00,-2.063647098839282990e-02,5.144056081771850586e-01,2.768171429634094238e-01,5.911000072956085205e-02
3.523523330688476562e+00,-1.548726856708526611e-02,5.117292404174804688e-01,2.776395976543426514e-01,5.176288634538650513e-02
3.533533334732055664e+00,-1.036485657095909119e-02,5.089658498764038086e-01,2.783702015876770020e-01,4.445223510265350342e-02
3.543543338775634766e+00,-5.270106252282857895e-03,5.061165094375610352e-01,2.790094017982482910e-01,3.718011826276779175e-02
3.553553342819213867e+00,-2.038781531155109406e-04,5.031822919845581055e-01,2.795576155185699463e-01,2.994859218597412109e-02
3.563563346862792969e+00,4.832978826016187668e-03,5.001642704010009766e-01,2.800153195858001709e-01,2.275967784225940704e-02
3.573573350906372070e+00,9.839625097811222076e-03,4.970635175704956055e-01,2.803829908370971680e-01,1.561536919325590134e-02
3.583583354949951172e+00,1.481523271650075912e-02,4.938811659812927246e-01,2.806611657142639160e-01,8.517633192241191864e-03
3.593593358993530273e+00,1.975898444652557373e-02,4.906183183193206787e-01,2.808503806591033936e-01,1.468410715460777283e-03
3.603603363037109375e+00,2.467007562518119812e-02,4.872760772705078125e-01,2.809512019157409668e-01,-5.530389491468667984e-03
3.613613367080688477e+00,2.954770997166633606e-02,4.838556051254272461e-01,2.809641957283020020e-01,-1.247688662260770798e-02
3.623623371124267578e+00,3.439110517501831055e-02,4.803580343723297119e-01,2.808899879455566406e-01,-1.936922781169414520e-02
3.633633375167846680e+00,3.919949010014533997e-02,4.767844974994659424e-01,2.807292342185974121e-01,-2.620559185743331909e-02
3.643643379211425781e+00,4.397210478782653809e-02,4.731361567974090576e-01,2.804825901985168457e-01,-3.298418968915939331e-02
3.653653383255004883e+00,4.870820045471191406e-02,4.694141745567321777e-01,2.801507115364074707e-01,-3.970325738191604614e-02
3.663663387298583984e+00,5.340703949332237244e-02,4.656197428703308105e-01,2.797343432903289795e-01,-4.636107012629508972e-02
3.673673391342163086e+00,5.806789547204971313e-02,4.617540240287780762e-01,2.792342007160186768e-01,-5.295592546463012695e-02
3.683683633804321289e+00,6.269016861915588379e-02,4.578181207180023193e-01,2.786510288715362549e-01,-5.948631837964057922e-02
3.693693637847900391e+00,6.727293133735656738e-02,4.538134038448333740e-01,2.779856026172637939e-01,-6.595029681921005249e-02
3.703703641891479492e+00,7.181560248136520386e-02,4.497410058975219727e-01,2.772387266159057617e-01,-7.234642654657363892e-02
3.713713645935058594e+00,7.631751149892807007e-02,4.456021189689636230e-01,2.764112055301666260e-01,-7.867313176393508911e-02
3.723723649978637695e+00,8.077798783779144287e-02,4.413979649543762207e-01,2.755038738250732422e-01,-8.492887765169143677e-02
3.733733654022216797e+00,8.519638329744338989e-02,4.371297657489776611e-01,2.745175659656524658e-01,-9.111215919256210327e-02
3.743743658065795898e+00,8.957205712795257568e-02,4.327987432479858398e-01,2.734531760215759277e-01,-9.722151607275009155e-02
3.753753662109375000e+00,9.390437602996826172e-02,4.284061193466186523e-01,2.723115980625152588e-01,-1.032555103302001953e-01
3.763763666152954102e+00,9.819272160530090332e-02,4.239531457424163818e-01,2.710937559604644775e-01,-1.092127412557601929e-01
3.773773670196533203e+00,1.024364978075027466e-01,4.194410741329193115e-01,2.698005437850952148e-01,-1.150918379426002502e-01
3.783783674240112305e+00,1.066351085901260376e-01,4.148711264133453369e-01,2.684329450130462646e-01,-1.208914741873741150e-01
3.793793678283691406e+00,1.107879728078842163e-01,4.102445840835571289e-01,2.669919133186340332e-01,-1.266103535890579224e-01
3.803803682327270508e+00,1.148945242166519165e-01,4.055626690387725830e-01,2.654784321784973145e-01,-1.322472095489501953e-01
3.813813686370849609e+00,1.189542114734649658e-01,4.008266627788543701e-01,2.638934850692749023e-01,-1.378008276224136353e-01
3.823823690414428711e+00,1.229664906859397888e-01,3.960378468036651611e-01,2.622381150722503662e-01,-1.432700008153915405e-01
3.833833694458007812e+00,1.269308328628540039e-01,3.911974430084228516e-01,2.605133354663848877e-01,-1.486535817384719849e-01
3.843843698501586914e+00,1.308467239141464233e-01,3.863067626953125000e-01,2.587201893329620361e-01,-1.539504528045654297e-01
3.853853702545166016e+00,1.347136497497558594e-01,3.813670575618743896e-01,2.568597197532653809e-01,-1.591595262289047241e-01
3.863863706588745117e+00,1.385311335325241089e-01,3.763796091079711914e-01,2.549330294132232666e-01,-1.642797589302062988e-01
3.873873710632324219e+00,1.422986984252929688e-01,3.713456690311431885e-01,2.529411911964416504e-01,-1.693101227283477783e-01
3.883883714675903320e+00,1.460158675909042358e-01,3.662665486335754395e-01,2.508853375911712646e-01,-1.742496639490127563e-01
3.893893718719482422e+00,1.496821939945220947e-01,3.611434996128082275e-01,2.487665563821792603e-01,-1.790974289178848267e-01
3.903903722763061523e+00,1.532972455024719238e-01,3.559778332710266113e-01,2.465859800577163696e-01,-1.838525086641311646e-01
3.913913726806640625e+00,1.568605899810791016e-01,3.507708311080932617e-01,2.443447411060333252e-01,-1.885140389204025269e-01
3.923923730850219727e+00,1.603718101978302002e-01,3.455237448215484619e-01,2.420440018177032471e-01,-1.930811852216720581e-01
3.933933734893798828e+00,1.638305038213729858e-01,3.402378857135772705e-01,2.396849244832992554e-01,-1.975531578063964844e-01
3.943943738937377930e+00,1.672362834215164185e-01,3.349145352840423584e-01,2.372686713933944702e-01,-2.019291967153549194e-01
3.953953742980957031e+00,1.705887764692306519e-01,3.295549750328063965e-01,2.347964346408843994e-01,-2.062085717916488647e-01
3.963963747024536133e+00,1.738876253366470337e-01,3.241604864597320557e-01,2.322694063186645508e-01,-2.103905975818634033e-01
3.973973751068115234e+00,1.771324723958969116e-01,3.187323510646820068e-01,2.296887934207916260e-01,-2.144746333360671997e-01
3.983983755111694336e+00,1.803229898214340210e-01,3.132718503475189209e-01,2.270558029413223267e-01,-2.184600532054901123e-01
3.993993759155273438e+00,1.834588348865509033e-01,3.077802658081054688e-01,2.243716567754745483e-01,-2.223462909460067749e-01
4.004004001617431641e+00,1.865397840738296509e-01,3.022587597370147705e-01,2.216375172138214111e-01,-2.261328846216201782e-01
4.014014244079589844e+00,1.895654648542404175e-01,2.967087328433990479e-01,2.188546806573867798e-01,-2.298192381858825684e-01
4.024024009704589844e+00,1.925354450941085815e-01,2.911317348480224609e-01,2.160245329141616821e-01,-2.334047108888626099e-01
4.034034252166748047e+00,1.954497396945953369e-01,2.855285108089447021e-01,2.131480425596237183e-01,-2.368892133235931396e-01
4.044044017791748047e+00,1.983078122138977051e-01,2.799008488655090332e-01,2.102267444133758545e-01,-2.402720153331756592e-01
4.054054260253906250e+00,2.011096924543380737e-01,2.742494940757751465e-01,2.072616219520568848e-01,-2.435530722141265869e-01
4.064064025878906250e+00,2.038548588752746582e-01,2.685762643814086914e-01,2.042542099952697754e-01,-2.467317432165145874e-01
4.074074268341064453e+00,2.065433710813522339e-01,2.628818750381469727e-01,2.012055069208145142e-01,-2.498080432415008545e-01
4.084084033966064453e+00,2.091747522354125977e-01,2.571681439876556396e-01,1.981170773506164551e-01,-2.527814209461212158e-01
4.094094276428222656e+00,2.117490619421005249e-01,2.514357864856719971e-01,1.949899047613143921e-01,-2.556519508361816406e-01
4.104104042053222656e+00,2.142658680677413940e-01,2.456865757703781128e-01,1.918255686759948730e-01,-2.584191560745239258e-01
4.114114284515380859e+00,2.167252451181411743e-01,2.399212419986724854e-01,1.886250525712966919e-01,-2.610831260681152344e-01
4.124124050140380859e+00,2.191268056631088257e-01,2.341415733098983765e-01,1.853899508714675903e-01,-2.636435329914093018e-01
4.134134292602539062e+00,2.214706242084503174e-01,2.283482551574707031e-01,1.821212470531463623e-01,-2.661005258560180664e-01
4.144144058227539062e+00,2.237563431262969971e-01,2.225430905818939209e-01,1.788205355405807495e-01,-2.684538066387176514e-01
4.154154300689697266e+00,2.259840518236160278e-01,2.167267501354217529e-01,1.754887998104095459e-01,-2.707035839557647705e-01
4.164164066314697266e+00,2.281534373760223389e-01,2.109010219573974609e-01,1.721276491880416870e-01,-2.728496789932250977e-01
4.174174308776855469e+00,2.302646040916442871e-01,2.050665766000747681e-01,1.687380522489547729e-01,-2.748923301696777344e-01
4.184184074401855469e+00,2.323172688484191895e-01,1.992251873016357422e-01,1.653216332197189331e-01,-2.768314182758331299e-01
4.194194316864013672e+00,2.343115657567977905e-01,1.933775097131729126e-01,1.618793606758117676e-01,-2.786672711372375488e-01
4.204204082489013672e+00,2.362472265958786011e-01,1.875253021717071533e-01,1.584128588438034058e-01,-2.803998589515686035e-01
4.214214324951171875e+00,2.381244003772735596e-01,1.816692203283309937e-01,1.549230813980102539e-01,-2.820295393466949463e-01
4.224224090576171875e+00,2.399428635835647583e-01,1.758110076189041138e-01,1.514116376638412476e-01,-2.835563421249389648e-01
4.234234333038330078e+00,2.417027801275253296e-01,1.699512898921966553e-01,1.478794962167739868e-01,-2.849806845188140869e-01
4.244244098663330078e+00,2.434039562940597534e-01,1.640918105840682983e-01,1.443282663822174072e-01,-2.863026857376098633e-01
4.254254341125488281e+00,2.450465559959411621e-01,1.582331806421279907e-01,1.407589018344879150e-01,-2.875227928161621094e-01
4.264264106750488281e+00,2.466304302215576172e-01,1.523771435022354126e-01,1.371730118989944458e-01,-2.886412143707275391e-01
4.274274349212646484e+00,2.481557577848434448e-01,1.465242803096771240e-01,1.335715353488922119e-01,-2.896584570407867432e-01
4.284284114837646484e+00,2.496224343776702881e-01,1.406763195991516113e-01,1.299560815095901489e-01,-2.905747890472412109e-01
4.294294357299804688e+00,2.510306239128112793e-01,1.348338276147842407e-01,1.263275742530822754e-01,-2.913907468318939209e-01
4.304304122924804688e+00,2.523802816867828369e-01,1.289985179901123047e-01,1.226876229047775269e-01,-2.921066880226135254e-01
4.314314365386962891e+00,2.536715865135192871e-01,1.231709569692611694e-01,1.190371289849281311e-01,-2.927232086658477783e-01
4.324324131011962891e+00,2.549045085906982422e-01,1.173528209328651428e-01,1.153776869177818298e-01,-2.932407259941101074e-01
4.334334373474121094e+00,2.560792267322540283e-01,1.115446686744689941e-01,1.117101982235908508e-01,-2.936598658561706543e-01
4.344344139099121094e+00,2.571957707405090332e-01,1.057481616735458374e-01,1.080362424254417419e-01,-2.939811348915100098e-01
4.354354381561279297e+00,2.582543492317199707e-01,9.996383637189865112e-02,1.043567061424255371e-01,-2.942051589488983154e-01
4.364364147186279297e+00,2.592549622058868408e-01,9.419333934783935547e-02,1.006731539964675903e-01,-2.943325638771057129e-01
4.374374389648437500e+00,2.601978480815887451e-01,8.843719214200973511e-02,9.698645770549774170e-02,-2.943640053272247314e-01
4.384384155273437500e+00,2.610830962657928467e-01,8.269701153039932251e-02,9.329817444086074829e-02,-2.943001687526702881e-01
4.394394397735595703e+00,2.619109153747558594e-01,7.697331160306930542e-02,8.960914611816406250e-02,-2.941417396068572998e-01
4.404404163360595703e+00,2.626813948154449463e-01,7.126768678426742554e-02,8.592091500759124756e-02,-2.938894629478454590e-01
4.414414405822753906e+00,2.633948028087615967e-01,6.558063626289367676e-02,8.223432302474975586e-02,-2.935440838336944580e-01
4.424424171447753906e+00,2.640512585639953613e-01,5.991372838616371155e-02,7.855088263750076294e-02,-2.931064069271087646e-01
4.434434413909912109e+00,2.646510004997253418e-01,5.426744371652603149e-02,7.487140595912933350e-02,-2.925772070884704590e-01
4.444444179534912109e+00,2.651942074298858643e-01,4.864333197474479675e-02,7.119740545749664307e-02,-2.919573485851287842e-01
4.454454421997070312e+00,2.656811475753784180e-01,4.304185509681701660e-02,6.752967089414596558e-02,-2.912476360797882080e-01
4.464464187622070312e+00,2.661119997501373291e-01,3.746454045176506042e-02,6.386967748403549194e-02,-2.904489934444427490e-01
